0,359,0,0
359,438,0.1900,68.3462
438,548,0.2900,112.1942
548,721,0.2100,68.3465
721,865,0.2190,74.8369
865,1282,0.3477,186.2119
1282,2307,0.3450,182.7504
2307,3461,0.3900,286.5965
3461,99999999,0.4700,563.5196
